13250060-3,Jose Silva,TX-000029,12460650-0,Paula Silva,001,Banco Estado,312012.5,CLP,14/07/2025
22703609-2,Andres Perez,TX-000030,23398999-3,Jose Lopez,001,Banco Estado,374540.15,CLP,13/07/2025
16244609-7,Fernanda Rodriguez,TX-000031,18369461-8,Camila Rodriguez,001,Banco Estado,221156.39,CLP,28/07/2025
24580902-9,Andres Soto,TX-000032,17861930-2,Fernanda Sepulveda,004,BCI,437177.94,CLP,05/08/2025
16508013-4,Francisco Fuentes,TX-000033,18413451-8,Juan Rodriguez,001,Banco Estado,390173.42,USD,11/07/2025
10625064-8,Jose Rojas,TX-000034,17826116-9,Daniela Fuentes,002,Banco Chile,363132.9,CLP,22/07/2025
24674101-9,Francisco Soto,TX-000035,11203109-9,Camila Diaz,002,Banco Chile,355136.54,CLP,07/08/2025
18366079-4,Andres Torres,TX-000036,20331241-6,Daniela Rodriguez,004,BCI,441912.69,USD,07/08/2025
15238189-8,Manuel Lopez,TX-000037,20258409-0,Maria Fuentes,003,Santander,158321.88,CLP,29/07/2025
20584205-7,Camila Fuentes,TX-000038,13687672-7,Paula Lopez,003,Santander,439323.41,USD,05/08/2025
15779567-5,Valentina Reyes,TX-000039,21135480-6,Felipe Diaz,002,Banco Chile,329474.17,CLP,27/07/2025
21143170-2,Felipe Rodriguez,TX-000040,20356583-9,Jose Rojas,004,BCI,286443.33,CLP,03/08/2025
24383345-7,Nicole Silva,TX-000041,14246521-9,Carolina Vargas,002,Banco Chile,477813.11,USD,06/08/2025
18857543-2,Juan Reyes,TX-000042,11607687-9,Andres Lopez,001,Banco Estado,440849.14,USD,28/07/2025
14844450-4,Camila Torres,TX-000043,15684262-0,Katherine Gonzalez,001,Banco Estado,16346.49,CLP,26/07/2025
15594874-0,Ricardo Fuentes,TX-000044,17879950-6,Juan Perez,004,BCI,192268.4,CLP,02/08/2025
17870821-6,Camila Vargas,TX-000045,18269454-9,Francisco Perez,004,BCI,38555.11,CLP,01/08/2025
13820539-6,Katherine Perez,TX-000046,19356944-2,Katherine Muñoz,003,Santander,468614.1,CLP,14/07/2025
18685696-2,Cristian Castillo,TX-000047,17698763-8,Fernanda Morales,002,Banco Chile,465279.18,USD,25/07/2025
16872673-0,Katherine Diaz,TX-000048,10433078-5,Paula Soto,001,Banco Estado,210018.12,USD,05/08/2025
23144991-1,Carlos Lopez,TX-000049,12261773-9,Maria Perez,003,Santander,74179.58,USD,15/07/2025
10424442-2,Valentina Gonzalez,TX-000050,10976150-8,Katherine Muñoz,002,Banco Chile,89773.33,USD,05/08/2025
18073970-7,Pedro Morales,TX-000051,22112658-1,Maria Vargas,003,Santander,81976.63,USD,16/07/2025
17866330-2,Paula Diaz,TX-000052,13505975-7,Carolina Araya,002,Banco Chile,209257.55,USD,13/07/2025
11336515-0,Juan Vargas,TX-000053,11842498-4,Maria Torres,003,Santander,288379.97,CLP,24/07/2025
14750590-7,Carolina Rodriguez,TX-000054,10072981-1,Paula Perez,004,BCI,90235.8,CLP,10/07/2025
22744332-6,Ricardo Araya,TX-000055,19108174-1,Camila Silva,003,Santander,416964.16,USD,03/08/2025
20836862-2,Maria Castillo,TX-000056,23974852-1,Ricardo Fuentes,003,Santander,160981.84,CLP,24/07/2025
14317492-2,Juan Gonzalez,TX-000057,21470262-6,Alejandra Fuentes,001,Banco Estado,30990.45,USD,04/08/2025
15358466-4,Alejandra Perez,TX-000058,22220343-2,Francisco Gonzalez,004,BCI,343060.96,USD,04/08/2025
16944223-1,Daniela Rodriguez,TX-000059,12940074-3,Andres Vargas,001,Banco Estado,360534.27,USD,28/07/2025
21793097-0,Cristian Castillo,TX-000060,23711976-2,Alejandra Muñoz,001,Banco Estado,19934.84,USD,30/07/2025
11196314-9,Manuel Silva,TX-000061,10076869-9,Camila Rojas,002,Banco Chile,58032.15,CLP,11/07/2025
17761671-0,Daniela Reyes,TX-000062,18870061-8,Daniela Castillo,001,Banco Estado,133732.96,USD,15/07/2025
13748967-0,Fernanda Torres,TX-000063,11049065-6,Francisco Muñoz,002,Banco Chile,20029.17,CLP,06/08/2025
16739459-8,Felipe Castillo,TX-000064,11266549-0,Katherine Hernandez,004,BCI,218656.24,CLP,18/07/2025
15387105-7,Valentina Araya,TX-000065,21576052-4,Ricardo Muñoz,002,Banco Chile,463494.6,CLP,19/07/2025
16959312-1,Maria Silva,TX-000066,13050736-2,Camila Lopez,003,Santander,470338.29,USD,20/07/2025
21651424-4,Maria Hernandez,TX-000067,11424894-7,Carlos Rodriguez,004,BCI,13608.42,USD,07/08/2025
24400070-8,Jose Lopez,TX-000068,16096386-6,Andres Hernandez,001,Banco Estado,102327.78,USD,19/07/2025
18200446-3,Francisco Gonzalez,TX-000069,20449349-5,Fernanda Martinez,002,Banco Chile,76887.38,CLP,20/07/2025
15187548-4,Francisco Rojas,TX-000070,17298265-1,Camila Torres,001,Banco Estado,463517.29,USD,01/08/2025
23921795-9,Cristian Reyes,TX-000071,21465492-3,Jose Contreras,001,Banco Estado,12596.37,CLP,31/07/2025
23299184-5,Pedro Vargas,TX-000072,16386061-9,Maria Contreras,002,Banco Chile,326201.97,USD,13/07/2025
11927530-4,Jose Gonzalez,TX-000073,11446095-7,Jose Sepulveda,004,BCI,270804.61,CLP,03/08/2025
12676651-7,Nicole Lopez,TX-000074,10427717-4,Carolina Reyes,002,Banco Chile,380529.56,USD,11/07/2025
22008379-6,Manuel Rojas,TX-000075,18048799-4,Pedro Hernandez,001,Banco Estado,389022.6,USD,18/07/2025
16880018-8,Cristian Gonzalez,TX-000076,22136545-2,Felipe Rojas,003,Santander,493716.0,USD,01/08/2025
21999153-4,Maria Torres,TX-000077,16661848-8,Juan Martinez,002,Banco Chile,437481.4,USD,24/07/2025
13565346-9,Katherine Vargas,TX-000078,21941662-3,Francisco Vargas,001,Banco Estado,40751.73,USD,30/07/2025
11947398-3,Carolina Perez,TX-000079,19102203-4,Manuel Muñoz,002,Banco Chile,266026.23,CLP,03/08/2025
16650484-5,Fernanda Martinez,TX-000080,12943681-3,Fernanda Hernandez,003,Santander,112086.27,CLP,06/08/2025
20568792-4,Francisco Castillo,TX-000081,14906684-7,Juan Gonzalez,004,BCI,201689.84,USD,08/08/2025
22812976-6,Katherine Hernandez,TX-000082,17069778-5,Maria Vargas,003,Santander,63790.05,USD,02/08/2025
13588409-9,Carlos Soto,TX-000083,24185248-1,Felipe Torres,001,Banco Estado,215675.67,CLP,19/07/2025
16267580-8,Cristian Castillo,TX-000084,14154963-7,Nicole Rojas,003,Santander,101397.01,USD,23/07/2025
17834294-0,Juan Lopez,TX-000085,11326823-2,Pedro Reyes,001,Banco Estado,420878.42,CLP,16/07/2025
19484995-5,Fernanda Castillo,TX-000086,12251407-0,Francisco Contreras,001,Banco Estado,105366.01,USD,01/08/2025
20525243-0,Daniela Araya,TX-000087,20408146-4,Paula Fuentes,004,BCI,173938.98,CLP,05/08/2025
18785623-7,Camila Torres,TX-000088,15713556-5,Paula Castillo,001,Banco Estado,405103.45,CLP,24/07/2025
13198547-9,Jose Reyes,TX-000089,22578403-8,Fernanda Torres,002,Banco Chile,230571.92,USD,05/08/2025
13981189-3,Valentina Reyes,TX-000090,16314934-5,Francisco Hernandez,002,Banco Chile,360442.35,CLP,28/07/2025
13064494-1,Paula Vargas,TX-000091,17715503-2,Camila Torres,001,Banco Estado,294022.25,USD,11/07/2025
22936912-2,Ricardo Gonzalez,TX-000092,19841789-4,Camila Torres,004,BCI,496955.64,CLP,18/07/2025
18661830-2,Carlos Araya,TX-000093,17838873-1,Valentina Morales,001,Banco Estado,466826.61,CLP,08/08/2025
20573655-5,Fernanda Vargas,TX-000094,23359745-7,Maria Lopez,001,Banco Estado,44836.43,USD,05/08/2025
21144726-5,Cristian Morales,TX-000095,15231931-8,Valentina Diaz,002,Banco Chile,170749.16,CLP,15/07/2025
21471538-1,Ricardo Perez,TX-000096,22094560-5,Paula Rodriguez,001,Banco Estado,247163.4,CLP,27/07/2025
13004448-5,Ricardo Lopez,TX-000097,11935621-7,Valentina Diaz,004,BCI,91347.42,CLP,17/07/2025
22815235-9,Daniela Rodriguez,TX-000098,16408007-2,Pedro Soto,001,Banco Estado,316749.39,USD,25/07/2025
18013124-3,Francisco Torres,TX-000099,24891089-6,Ricardo Vargas,003,Santander,421805.51,USD,11/07/2025
16930041-1,Juan Castillo,TX-000100,18493141-3,Carolina Perez,004,BCI,83453.14,USD,01/08/2025
14620034-1,Francisco Torres,TX-000101,14689298-0,Camila Morales,003,Santander,132563.46,CLP,22/07/2025
12052698-0,Fernanda Fuentes,TX-000102,23570793-2,Maria Gonzalez,001,Banco Estado,26375.89,CLP,25/07/2025
24735370-8,Ricardo Martinez,TX-000103,21811306-4,Maria Morales,001,Banco Estado,371939.15,CLP,08/08/2025
23774906-3,Ricardo Martinez,TX-000104,14022383-4,Manuel Araya,004,BCI,267120.8,CLP,22/07/2025
15406512-6,Manuel Perez,TX-000105,23113674-4,Daniela Rodriguez,003,Santander,335434.22,CLP,29/07/2025
21567865-0,Carolina Torres,TX-000106,14126918-4,Ricardo Soto,001,Banco Estado,97406.98,CLP,17/07/2025
11917464-3,Felipe Martinez,TX-000107,19302499-6,Valentina Sepulveda,001,Banco Estado,416192.34,USD,02/08/2025
12816461-8,Andres Vargas,TX-000108,19615785-0,Ricardo Reyes,004,BCI,448310.4,CLP,31/07/2025
23584836-9,Maria Perez,TX-000109,23825104-8,Valentina Castillo,003,Santander,152622.06,USD,11/07/2025
14191944-9,Pedro Gonzalez,TX-000110,10779508-9,Cristian Sepulveda,002,Banco Chile,2940.93,CLP,03/08/2025
21262373-6,Andres Soto,TX-000111,19985226-6,Nicole Perez,002,Banco Chile,464405.2,CLP,15/07/2025
20550427-6,Daniela Rodriguez,TX-000112,20034487-5,Camila Soto,004,BCI,394979.34,CLP,11/07/2025
15475478-4,Felipe Muñoz,TX-000113,21057606-9,Jose Martinez,001,Banco Estado,172261.48,USD,12/07/2025
16455106-7,Pedro Reyes,TX-000114,24489741-8,Carolina Gonzalez,003,Santander,198534.89,USD,19/07/2025
10068564-4,Nicole Martinez,TX-000115,21732893-0,Paula Rojas,003,Santander,349366.57,USD,15/07/2025
13746971-7,Juan Silva,TX-000116,21666898-2,Alejandra Perez,003,Santander,260383.8,CLP,18/07/2025
21818625-5,Carolina Castillo,TX-000117,10970846-3,Fernanda Castillo,002,Banco Chile,17388.75,USD,11/07/2025
11946237-3,Juan Rodriguez,TX-000118,16777224-1,Fernanda Fuentes,001,Banco Estado,156421.82,USD,05/08/2025
10517481-9,Camila Fuentes,TX-000119,10316986-7,Katherine Soto,004,BCI,405476.1,CLP,27/07/2025
16044701-3,Ricardo Contreras,TX-000120,17611868-7,Juan Reyes,001,Banco Estado,403903.53,USD,28/07/2025
15885998-3,Carlos Reyes,TX-000121,18195383-9,Nicole Morales,004,BCI,195496.15,CLP,30/07/2025
14228365-3,Francisco Araya,TX-000122,24150806-9,Alejandra Muñoz,002,Banco Chile,119291.17,USD,02/08/2025
17767780-8,Katherine Rodriguez,TX-000123,17986770-0,Carlos Perez,004,BCI,332171.77,CLP,29/07/2025
23696092-9,Cristian Castillo,TX-000124,10210865-5,Jose Castillo,001,Banco Estado,62340.31,CLP,08/08/2025
22933503-3,Manuel Rojas,TX-000125,14372386-9,Paula Contreras,002,Banco Chile,83974.05,USD,25/07/2025
10161081-5,Pedro Rojas,TX-000126,23799278-7,Felipe Silva,004,BCI,21376.08,USD,21/07/2025
22013634-0,Francisco Castillo,TX-000127,12324943-1,Alejandra Lopez,003,Santander,398645.71,CLP,10/07/2025
11438043-4,Carolina Morales,TX-000128,16246087-2,Maria Perez,004,BCI,15700.57,USD,03/08/2025
17476311-9,Fernanda Perez,TX-000129,19075615-0,Paula Gonzalez,004,BCI,338979.12,CLP,22/07/2025
10256597-8,Juan Silva,TX-000130,15881168-2,Camila Reyes,004,BCI,488780.06,CLP,15/07/2025
18018962-7,Ricardo Perez,TX-000131,22821360-6,Alejandra Gonzalez,002,Banco Chile,107411.51,CLP,21/07/2025
18239981-4,Pedro Hernandez,TX-000132,24078080-7,Pedro Fuentes,003,Santander,358644.02,CLP,31/07/2025
16287738-5,Valentina Vargas,TX-000133,19538165-7,Pedro Muñoz,002,Banco Chile,165390.98,CLP,07/08/2025
17041260-5,Nicole Reyes,TX-000134,19899145-9,Nicole Perez,003,Santander,216907.5,USD,29/07/2025
18580917-8,Valentina Reyes,TX-000135,14801774-2,Francisco Diaz,004,BCI,418680.67,USD,17/07/2025
18314597-9,Francisco Morales,TX-000136,14723378-3,Daniela Rojas,003,Santander,250041.99,CLP,01/08/2025
11477122-8,Carolina Torres,TX-000137,11477212-6,Manuel Silva,003,Santander,435288.5,CLP,16/07/2025
18534674-5,Alejandra Martinez,TX-000138,23762375-7,Carolina Contreras,003,Santander,54570.55,CLP,22/07/2025
22084515-5,Paula Araya,TX-000139,21512134-7,Carlos Fuentes,002,Banco Chile,331627.43,CLP,27/07/2025
11844744-1,Carlos Vargas,TX-000140,22606208-3,Valentina Reyes,003,Santander,492196.58,USD,18/07/2025
17445489-5,Felipe Torres,TX-000141,13338516-1,Katherine Martinez,002,Banco Chile,121390.29,USD,20/07/2025
16553849-5,Ricardo Rojas,TX-000142,12525594-9,Camila Gonzalez,003,Santander,498453.98,CLP,12/07/2025
20968673-6,Carlos Castillo,TX-000143,19139932-6,Daniela Morales,002,Banco Chile,98700.78,USD,05/08/2025
19186820-4,Nicole Contreras,TX-000144,21050628-8,Cristian Hernandez,003,Santander,466845.08,CLP,09/07/2025
13322621-9,Juan Rodriguez,TX-000145,19816110-3,Carlos Contreras,004,BCI,213622.87,USD,12/07/2025
13730551-9,Maria Vargas,TX-000146,18559288-6,Manuel Muñoz,001,Banco Estado,4466.37,CLP,24/07/2025
11598037-0,Maria Contreras,TX-000147,12386781-5,Jose Sepulveda,003,Santander,410137.57,USD,08/08/2025
20173509-2,Maria Rodriguez,TX-000148,11270455-5,Carlos Contreras,004,BCI,35623.19,USD,15/07/2025
22576757-1,Maria Silva,TX-000149,23185344-7,Carlos Contreras,004,BCI,202229.12,CLP,12/07/2025
18824107-4,Juan Lopez,TX-000150,21773649-5,Carlos Rojas,001,Banco Estado,478657.89,CLP,31/07/2025
10813651-0,Camila Vargas,TX-000151,19227608-5,Daniela Martinez,002,Banco Chile,198228.61,CLP,10/07/2025
18776713-4,Juan Rojas,TX-000152,16918532-6,Alejandra Fuentes,001,Banco Estado,5818.71,CLP,14/07/2025
23213860-1,Maria Lopez,TX-000153,14865803-3,Ricardo Muñoz,002,Banco Chile,323317.43,CLP,16/07/2025
14737684-7,Cristian Araya,TX-000154,13155933-3,Fernanda Vargas,003,Santander,218272.59,USD,05/08/2025
24574164-2,Francisco Contreras,TX-000155,20350623-2,Andres Morales,002,Banco Chile,429921.3,CLP,21/07/2025
19238777-2,Fernanda Soto,TX-000156,10400916-9,Andres Soto,001,Banco Estado,288386.0,CLP,19/07/2025
12197755-3,Nicole Fuentes,TX-000157,23324597-5,Francisco Fuentes,004,BCI,238263.05,USD,06/08/2025
19266109-1,Alejandra Reyes,TX-000158,18922404-5,Manuel Rojas,001,Banco Estado,288457.81,CLP,20/07/2025
13944158-2,Fernanda Morales,TX-000159,13582450-4,Nicole Silva,003,Santander,344911.82,CLP,16/07/2025
15774292-6,Nicole Reyes,TX-000160,10678621-1,Cristian Torres,003,Santander,52806.18,USD,14/07/2025
18305443-5,Nicole Rojas,TX-000161,10660715-2,Andres Gonzalez,003,Santander,425521.38,USD,23/07/2025
10641734-5,Carolina Vargas,TX-000162,22845444-8,Nicole Araya,002,Banco Chile,107976.0,CLP,18/07/2025
18698172-6,Daniela Morales,TX-000163,23176555-7,Alejandra Hernandez,001,Banco Estado,419556.53,USD,16/07/2025
16561872-5,Pedro Araya,TX-000164,21868743-4,Felipe Vargas,002,Banco Chile,225496.18,USD,16/07/2025
17018728-5,Paula Diaz,TX-000165,18018447-7,Juan Hernandez,002,Banco Chile,310607.14,CLP,12/07/2025
21202402-7,Carlos Hernandez,TX-000166,18496560-7,Alejandra Contreras,003,Santander,206179.74,CLP,18/07/2025
16411479-0,Fernanda Soto,TX-000167,13396000-0,Jose Rodriguez,002,Banco Chile,435660.3,CLP,20/07/2025
17286162-0,Fernanda Silva,TX-000168,12737465-3,Carolina Perez,001,Banco Estado,117108.32,CLP,02/08/2025
20747603-6,Fernanda Rodriguez,TX-000169,12253527-6,Camila Sepulveda,004,BCI,276599.19,USD,08/08/2025
23403642-4,Alejandra Gonzalez,TX-000170,22834453-8,Jose Muñoz,001,Banco Estado,152413.23,CLP,03/08/2025
18522882-2,Jose Vargas,TX-000171,12368404-5,Valentina Rodriguez,001,Banco Estado,66452.81,CLP,28/07/2025
21463073-3,Katherine Rodriguez,TX-000172,13947823-8,Carlos Hernandez,002,Banco Chile,283767.66,USD,25/07/2025
13015788-6,Cristian Reyes,TX-000173,24605433-7,Andres Perez,002,Banco Chile,349135.02,CLP,17/07/2025
11547856-1,Fernanda Castillo,TX-000174,18327647-5,Valentina Diaz,002,Banco Chile,273721.22,USD,15/07/2025
20074438-4,Francisco Soto,TX-000175,14121144-8,Alejandra Muñoz,004,BCI,91081.27,CLP,25/07/2025
10864692-0,Paula Rojas,TX-000176,23250151-7,Daniela Martinez,001,Banco Estado,40302.73,USD,22/07/2025
19779071-2,Cristian Rodriguez,TX-000177,20497853-0,Paula Morales,001,Banco Estado,164913.63,USD,23/07/2025
20757391-4,Juan Hernandez,TX-000178,13477092-8,Juan Rojas,002,Banco Chile,301774.61,CLP,14/07/2025
21781989-4,Fernanda Sepulveda,TX-000179,10672718-0,Felipe Torres,001,Banco Estado,121134.04,CLP,18/07/2025
13457956-7,Camila Gonzalez,TX-000180,11071509-5,Katherine Soto,002,Banco Chile,151458.55,CLP,12/07/2025
21575135-3,Jose Muñoz,TX-000181,11791706-0,Alejandra Soto,001,Banco Estado,160564.82,CLP,05/08/2025
23753135-2,Camila Vargas,TX-000182,24522090-1,Nicole Rojas,001,Banco Estado,477012.11,CLP,29/07/2025
23987066-9,Manuel Contreras,TX-000183,11418792-9,Maria Muñoz,002,Banco Chile,271029.7,USD,23/07/2025
21029782-5,Ricardo Gonzalez,TX-000184,22401283-1,Cristian Contreras,001,Banco Estado,100464.97,CLP,07/08/2025
20499487-5,Andres Castillo,TX-000185,10013577-4,Valentina Reyes,001,Banco Estado,7119.62,USD,03/08/2025
21709068-6,Jose Vargas,TX-000186,14019614-7,Ricardo Castillo,003,Santander,135528.2,USD,21/07/2025
12168216-6,Francisco Lopez,TX-000187,14576760-6,Camila Contreras,001,Banco Estado,322540.71,USD,01/08/2025
10864316-1,Carlos Muñoz,TX-000188,17189743-0,Camila Martinez,001,Banco Estado,350631.75,CLP,31/07/2025
16859563-4,Jose Lopez,TX-000189,14356221-1,Fernanda Torres,004,BCI,101877.78,CLP,08/08/2025
19344581-2,Nicole Castillo,TX-000190,13484439-7,Francisco Diaz,002,Banco Chile,160296.11,USD,29/07/2025
16978681-2,Camila Rojas,TX-000191,10726890-0,Francisco Gonzalez,002,Banco Chile,249645.89,CLP,11/07/2025
20802836-4,Camila Hernandez,TX-000192,14503880-3,Camila Perez,001,Banco Estado,409803.89,USD,25/07/2025
15170256-0,Manuel Muñoz,TX-000193,20750995-4,Juan Lopez,001,Banco Estado,378598.02,CLP,31/07/2025
13769892-8,Carlos Silva,TX-000194,16628578-8,Fernanda Perez,004,BCI,40249.6,CLP,01/08/2025
18833601-4,Katherine Contreras,TX-000195,20646609-8,Cristian Castillo,003,Santander,343968.61,USD,15/07/2025
19939163-5,Paula Contreras,TX-000196,24217662-4,Daniela Lopez,003,Santander,34349.55,CLP,20/07/2025
23347698-9,Carolina Diaz,TX-000197,18008255-4,Katherine Perez,001,Banco Estado,389020.44,USD,14/07/2025
16633953-9,Nicole Hernandez,TX-000198,12047926-9,Alejandra Perez,004,BCI,239961.7,USD,11/07/2025
23223773-3,Francisco Vargas,TX-000199,15090598-2,Carolina Silva,002,Banco Chile,391823.01,CLP,25/07/2025
22831502-2,Alejandra Morales,TX-000200,12735791-8,Camila Diaz,002,Banco Chile,45141.07,USD,08/08/2025
15305986-0,Juan Hernandez,TX-000201,13525873-2,Andres Martinez,003,Santander,40326.51,USD,25/07/2025
22368201-0,Manuel Morales,TX-000202,13963677-1,Camila Diaz,001,Banco Estado,408846.11,USD,02/08/2025
18372937-4,Fernanda Silva,TX-000203,24841402-9,Andres Silva,002,Banco Chile,472716.16,CLP,09/07/2025
15664061-6,Fernanda Muñoz,TX-000204,17807012-5,Jose Silva,001,Banco Estado,424434.38,CLP,27/07/2025
18666173-9,Jose Lopez,TX-000205,18985003-1,Carolina Muñoz,001,Banco Estado,288971.97,CLP,30/07/2025
14609437-2,Cristian Hernandez,TX-000206,23275670-7,Nicole Fuentes,002,Banco Chile,418849.26,CLP,12/07/2025
21739960-0,Fernanda Sepulveda,TX-000207,12225681-3,Jose Vargas,002,Banco Chile,215158.17,CLP,06/08/2025
12208562-8,Francisco Gonzalez,TX-000208,14608122-1,Juan Reyes,002,Banco Chile,64741.89,CLP,03/08/2025
16881380-4,Juan Castillo,TX-000209,13566527-5,Carlos Contreras,004,BCI,212840.82,USD,30/07/2025
12475988-6,Felipe Torres,TX-000210,15988532-2,Carlos Morales,004,BCI,315405.77,USD,13/07/2025
23208225-6,Maria Castillo,TX-000211,11968662-4,Manuel Rodriguez,002,Banco Chile,446016.64,USD,21/07/2025
18299364-4,Carolina Muñoz,TX-000212,17829567-5,Daniela Hernandez,001,Banco Estado,277649.02,CLP,23/07/2025
18936146-9,Katherine Lopez,TX-000213,16140617-0,Carlos Araya,001,Banco Estado,76919.14,USD,15/07/2025
23641919-9,Daniela Torres,TX-000214,10589590-9,Alejandra Muñoz,002,Banco Chile,347738.94,CLP,26/07/2025
11047848-7,Cristian Lopez,TX-000215,14458076-2,Pedro Perez,001,Banco Estado,303372.48,USD,04/08/2025
13353424-3,Paula Sepulveda,TX-000216,13444626-1,Carlos Contreras,003,Santander,345908.59,USD,17/07/2025
12359074-3,Fernanda Castillo,TX-000217,16172824-2,Pedro Torres,001,Banco Estado,400842.17,USD,09/07/2025
18743449-0,Camila Silva,TX-000218,22648596-5,Valentina Lopez,002,Banco Chile,229374.37,CLP,03/08/2025
20875233-7,Daniela Hernandez,TX-000219,19580655-8,Cristian Araya,002,Banco Chile,280881.62,CLP,25/07/2025
24481242-3,Maria Vargas,TX-000220,10239084-3,Alejandra Lopez,003,Santander,498477.05,USD,02/08/2025
17847285-5,Pedro Rodriguez,TX-000221,17922769-9,Juan Sepulveda,002,Banco Chile,366481.68,CLP,17/07/2025
16953148-6,Manuel Torres,TX-000222,16000484-0,Carlos Castillo,002,Banco Chile,221781.29,CLP,16/07/2025
17615345-7,Alejandra Rojas,TX-000223,22957079-9,Carlos Vargas,001,Banco Estado,125051.98,USD,03/08/2025
21062435-5,Felipe Rodriguez,TX-000224,23968514-6,Pedro Martinez,001,Banco Estado,373900.9,CLP,22/07/2025
21236505-2,Carolina Rojas,TX-000225,18831920-5,Carolina Perez,001,Banco Estado,206987.56,CLP,25/07/2025
12938743-0,Manuel Rodriguez,TX-000226,17005065-6,Francisco Vargas,001,Banco Estado,284098.47,CLP,08/08/2025
23976330-0,Felipe Diaz,TX-000227,15140561-2,Carolina Soto,002,Banco Chile,180723.51,USD,03/08/2025
16062962-6,Juan Vargas,TX-000228,24166024-3,Alejandra Fuentes,002,Banco Chile,469306.7,USD,17/07/2025
18286564-3,Felipe Vargas,TX-000229,10262335-7,Carlos Sepulveda,001,Banco Estado,313253.55,CLP,19/07/2025
13965923-2,Juan Hernandez,TX-000230,23332152-6,Katherine Torres,004,BCI,459915.32,USD,16/07/2025
14441616-9,Paula Rojas,TX-000231,21236906-5,Cristian Silva,004,BCI,302516.92,USD,29/07/2025
21788361-1,Francisco Gonzalez,TX-000232,19499290-4,Andres Fuentes,001,Banco Estado,453332.98,CLP,16/07/2025
14830212-9,Francisco Rojas,TX-000233,10921968-0,Francisco Reyes,002,Banco Chile,13667.91,CLP,05/08/2025
15335274-6,Pedro Reyes,TX-000234,20475087-9,Nicole Morales,004,BCI,37516.02,USD,08/08/2025
12042022-6,Maria Muñoz,TX-000235,16759937-4,Nicole Rodriguez,003,Santander,478388.24,CLP,08/08/2025
20956947-1,Valentina Vargas,TX-000236,15501004-1,Maria Sepulveda,003,Santander,231453.79,CLP,23/07/2025
